epoch,train_loss,val_loss,val_auc
1,0.008826110410836386,0.014993584879125738,0.9166444965777444
2,0.005951465606695997,0.015110443190356055,0.9135890552317377
3,0.004288132385207903,0.015762405224039308,0.9154352190001692
